33,490,25/08/2016,FACTURAS CREDITO 180 DIAS,78030080-9,SOC. AGRICOLA MILLAHUE LTDA.,AGRICOLA,AVDA. DEL VALLE SUE Nº 662 OF. 100,HUECHURABA,SANTIAGO,      ,1017556.6,193335.75,1210892.35,00PH0202,13,LTS,AQUILES 24 EC (1 LT),30284.2,393694.6,       ,COBRANZA DE OFICINA
33,490,25/08/2016,FACTURAS CREDITO 180 DIAS,78030080-9,SOC. AGRICOLA MILLAHUE LTDA.,AGRICOLA,AVDA. DEL VALLE SUE Nº 662 OF. 100,HUECHURABA,SANTIAGO,      ,1017556.6,193335.75,1210892.35,00PH0037,27,LTS,CENTURION SUPER (1 LT),23106,623862,       ,COBRANZA DE OFICINA
